src_node        end_node        start_time              end_time                duration
sat_c           sat_a           12:54:29:12             12:55:00:96             31.84
sat_b           sat_c           12:54:51:79             12:55:49:14             57.35
sat_c           sat_b           12:54:52:78             12:55:48:82             56.04
sat_b           sat_a           12:54:55:60             12:55:46:47             50.87
sat_a           sat_b           12:55:00:84             12:55:39:43             38.59
sat_b           gs              12:55:03:31             12:55:44:31             41.00
sat_c           gs              12:55:10:15             12:55:52:41             42.26
gs              sat_a           12:55:10:43             12:56:18:20             67.77
sat_a           sat_c           12:55:12:38             12:56:21:16             68.78
gs              sat_b           12:55:17:06             12:56:10:56             53.50
sat_a           gs              12:56:09:13             12:57:01:71             52.58
sat_b           sat_a           12:56:21:40             12:56:56:69             35.29
sat_c           sat_a           12:56:26:52             12:57:13:62             47.10
gs              sat_b           12:56:43:98             12:57:53:85             69.87
sat_a           sat_c           12:56:49:07             12:57:33:86             44.79
sat_b           gs              12:56:55:81             12:57:35:99             40.18
sat_a           sat_b           12:56:59:31             12:57:41:93             42.62
sat_b           sat_c           12:57:04:30             12:57:50:84             46.54
gs              sat_a           12:57:11:96             12:57:47:37             35.41
sat_c           sat_b           12:57:14:74             12:57:57:57             42.83
sat_c           gs              12:57:19:72             12:58:26:75             67.03
gs              sat_c           12:57:22:53             12:58:27:77             65.24
gs              sat_c           12:58:01:05             12:58:31:71             30.66
sat_c           sat_a           12:58:09:30             12:58:54:23             44.93
sat_a           gs              12:58:10:39             12:58:43:86             33.47
sat_a           sat_b           12:58:18:52             12:58:58:17             39.65
gs              sat_b           12:58:27:54             12:59:07:21             39.67
gs              sat_a           12:58:39:95             12:59:11:81             31.86
sat_a           sat_c           12:58:46:96             12:59:45:34             58.38
sat_c           sat_b           12:59:08:54             12:59:58:25             49.71
sat_b           sat_c           12:59:08:70             13:00:18:54             69.84
sat_b           gs              12:59:11:76             12:59:46:63             34.87
sat_b           sat_a           12:59:17:44             12:59:56:13             38.69
sat_c           gs              12:59:18:74             12:59:59:12             40.38
sat_a           sat_c           13:00:04:43             13:00:46:61             42.18
sat_b           sat_c           13:00:09:36             13:01:14:10             64.74
sat_c           sat_a           13:00:10:89             13:00:55:15             44.26
gs              sat_c           13:00:12:20             13:00:44:10             31.90
sat_b           sat_a           13:00:29:98             13:01:26:56             56.58
sat_a           gs              13:00:33:17             13:01:29:11             55.94
sat_a           sat_b           13:00:48:33             13:01:23:84             35.51
gs              sat_a           13:00:56:28             13:01:39:33             43.05
sat_b           gs              13:00:59:61             13:01:35:25             35.64
sat_c           gs              13:01:01:68             13:01:45:29             43.61
gs              sat_b           13:01:16:87             13:01:54:60             37.73
sat_c           sat_b           13:01:29:18             13:02:06:70             37.52
sat_c           sat_a           13:02:05:65             13:02:37:60             31.95
sat_a           sat_c           13:02:08:17             13:03:00:51             52.34
sat_b           gs              13:02:18:23             13:03:06:95             48.72
gs              sat_b           13:02:54:86             13:04:02:51             67.65
gs              sat_c           13:02:55:26             13:03:41:90             46.64
sat_b           sat_c           13:02:59:15             13:03:45:56             46.41
sat_b           sat_a           13:03:03:22             13:03:51:05             47.83
gs              sat_a           13:03:17:03             13:03:59:20             42.17
sat_c           gs              13:03:22:44             13:03:58:96             36.52
sat_c           sat_b           13:03:24:65             13:04:08:49             43.84
sat_a           sat_b           13:03:24:98             13:04:30:85             65.87
sat_a           gs              13:03:28:94             13:04:09:22             40.28
gs              sat_a           13:04:02:40             13:05:00:37             57.97
sat_b           sat_a           13:04:03:51             13:04:46:66             43.15
sat_b           gs              13:04:10:07             13:05:01:71             51.64
sat_a           gs              13:04:15:48             13:05:22:18             66.70
sat_c           gs              13:04:16:27             13:05:05:58             49.31
sat_b           sat_c           13:04:17:61             13:04:50:17             32.56
sat_a           sat_c           13:04:22:74             13:04:54:89             32.15
gs              sat_c           13:04:30:88             13:05:15:73             44.85
sat_c           sat_a           13:04:35:76             13:05:43:06             67.30
sat_c           sat_b           13:04:52:61             13:05:55:28             62.67
gs              sat_b           13:04:58:27             13:05:47:02             48.75
sat_a           sat_b           13:05:21:44             13:06:06:20             44.76
sat_a           gs              13:06:08:90             13:07:13:41             64.51
sat_c           gs              13:06:15:91             13:07:00:80             44.89
sat_b           gs              13:06:25:33             13:07:02:13             36.80
sat_c           sat_a           13:06:26:78             13:07:23:66             56.88
sat_b           sat_c           13:06:41:57             13:07:50:23             68.66
gs              sat_c           13:06:44:87             13:07:33:77             48.90
gs              sat_b           13:06:46:73             13:07:53:00             66.27
sat_c           sat_b           13:06:52:71             13:07:46:51             53.80
sat_a           sat_b           13:07:06:43             13:08:03:57             57.14
sat_b           sat_a           13:07:20:42             13:08:07:76             47.34
sat_a           sat_c           13:07:23:98             13:08:00:33             36.35
gs              sat_a           13:07:29:74             13:08:17:69             47.95
sat_a           gs              13:08:00:95             13:08:33:32             32.37
sat_a           sat_b           13:08:05:21             13:08:45:10             39.89
gs              sat_a           13:08:08:24             13:09:06:44             58.20
sat_c           sat_b           13:08:20:57             13:09:00:34             39.77
sat_b           gs              13:08:26:01             13:09:25:42             59.41
gs              sat_c           13:08:47:00             13:09:51:97             64.97
sat_a           sat_c           13:09:02:06             13:09:58:56             56.50
sat_c           gs              13:09:03:66             13:09:36:79             33.13
sat_b           sat_a           13:09:03:85             13:10:00:91             57.06
gs              sat_b           13:09:04:89             13:09:56:07             51.18
sat_c           sat_a           13:09:12:83             13:10:09:66             56.83
sat_b           sat_c           13:09:29:89             13:10:10:26             40.37
gs              sat_a           13:10:02:11             13:11:00:80             58.69
sat_a           sat_c           13:10:07:83             13:10:57:27             49.44
sat_c           sat_b           13:10:09:72             13:10:42:39             32.67
sat_a           sat_b           13:10:25:32             13:11:18:28             52.96
gs              sat_b           13:10:30:38             13:11:36:74             66.36
sat_b           sat_c           13:10:31:36             13:11:13:51             42.15
sat_c           sat_a           13:10:43:65             13:11:51:29             67.64
sat_b           sat_a           13:10:51:48             13:11:57:06             65.58
sat_b           gs              13:11:06:93             13:11:39:08             32.15
gs              sat_c           13:11:07:59             13:12:00:07             52.48
sat_c           gs              13:11:12:48             13:12:21:13             68.65
sat_a           gs              13:11:29:30             13:12:02:33             33.03
gs              sat_c           13:12:10:18             13:12:46:53             36.35
sat_c           sat_b           13:12:12:79             13:13:12:49             59.70
gs              sat_a           13:12:25:44             13:13:34:64             69.20
gs              sat_b           13:12:29:01             13:13:34:68             65.67
sat_a           gs              13:12:29:51             13:13:33:87             64.36
sat_b           sat_a           13:12:36:56             13:13:39:84             63.28
sat_a           sat_c           13:12:42:77             13:13:30:49             47.72
sat_c           gs              13:12:45:09             13:13:33:95             48.86
sat_b           gs              13:12:53:29             13:13:25:88             32.59
sat_b           sat_c           13:13:06:48             13:13:44:87             38.39
sat_c           sat_a           13:13:07:41             13:14:07:82             60.41
sat_a           sat_b           13:13:11:77             13:13:46:90             35.13
sat_a           sat_c           13:14:00:53             13:14:34:22             33.69
sat_c           sat_b           13:14:04:54             13:14:50:01             45.47
sat_b           sat_a           13:14:05:62             13:14:41:09             35.47
sat_b           sat_c           13:14:12:59             13:15:00:24             47.65
gs              sat_c           13:14:13:73             13:15:03:88             50.15
gs              sat_a           13:14:22:83             13:15:13:26             50.43
sat_c           sat_a           13:15:01:75             13:15:49:37             47.62
sat_a           gs              13:15:07:02             13:15:47:59             40.57
sat_a           sat_b           13:15:11:61             13:16:11:78             60.17
gs              sat_b           13:15:15:38             13:16:07:99             52.61
sat_c           gs              13:15:18:94             13:15:55:24             36.30
sat_b           gs              13:15:21:28             13:16:17:99             56.71
sat_a           gs              13:16:00:36             13:16:53:04             52.68
gs              sat_c           13:16:04:69             13:17:03:63             58.94
sat_c           gs              13:16:12:21             13:16:42:38             30.17
sat_b           gs              13:16:17:49             13:17:12:74             55.25
sat_b           sat_a           13:16:30:50             13:17:21:47             50.97
sat_b           sat_c           13:16:42:46             13:17:39:91             57.45
sat_a           sat_b           13:16:46:36             13:17:35:08             48.72
gs              sat_a           13:16:50:58             13:17:34:42             43.84
gs              sat_b           13:17:03:95             13:18:00:62             56.67
sat_c           sat_a           13:17:12:60             13:18:20:40             67.80
sat_a           sat_c           13:17:13:65             13:17:46:73             33.08
sat_c           sat_b           13:17:29:28             13:18:01:85             32.57
sat_a           sat_b           13:18:11:99             13:18:43:96             31.97
sat_b           sat_a           13:18:18:28             13:19:16:67             58.39
sat_c           sat_b           13:18:18:88             13:19:10:16             51.28
sat_a           gs              13:18:22:31             13:19:22:80             60.49
gs              sat_a           13:18:30:56             13:19:13:03             42.47
gs              sat_c           13:18:31:42             13:19:16:97             45.55
sat_c           sat_a           13:18:38:97             13:19:45:55             66.58
sat_c           gs              13:18:41:63             13:19:49:68             68.05
gs              sat_b           13:18:53:61             13:19:38:75             45.14
sat_b           sat_c           13:19:10:46             13:19:48:08             37.62
sat_b           gs              13:19:27:26             13:20:30:03             62.77
sat_a           sat_c           13:19:29:34             13:20:37:39             68.05
sat_a           sat_b           13:20:20:18             13:21:29:99             69.81
gs              sat_a           13:20:23:29             13:20:59:24             35.95
sat_b           sat_c           13:20:24:59             13:21:00:72             36.13
sat_c           sat_b           13:20:26:08             13:21:18:00             51.92
sat_b           sat_a           13:20:44:32             13:21:21:33             37.01
gs              sat_c           13:20:47:43             13:21:32:98             45.55
sat_a           sat_c           13:20:51:26             13:21:33:88             42.62
sat_a           gs              13:20:52:56             13:21:46:42             53.86
sat_c           gs              13:21:05:78             13:21:42:54             36.76
sat_b           gs              13:21:13:14             13:21:46:31             33.17
sat_c           sat_a           13:21:20:03             13:22:23:59             63.56
gs              sat_b           13:21:26:70             13:22:09:22             42.52
sat_b           sat_a           13:22:02:77             13:22:34:63             31.86
sat_a           sat_c           13:22:04:27             13:22:52:28             48.01
sat_b           gs              13:22:08:13             13:23:08:96             60.83
gs              sat_a           13:22:10:82             13:22:54:18             43.36
sat_a           sat_b           13:22:20:39             13:23:18:89             58.50
sat_c           gs              13:22:49:21             13:23:58:06             68.85
sat_b           sat_c           13:22:54:08             13:23:38:80             44.72
sat_c           sat_b           13:22:55:95             13:23:47:87             51.92
sat_a           gs              13:22:58:54             13:24:06:53             67.99
gs              sat_b           13:23:09:86             13:23:47:39             37.53
sat_c           sat_a           13:23:19:06             13:23:55:43             36.37
gs              sat_c           13:23:21:35             13:23:52:91             31.56
sat_a           sat_c           13:24:02:11             13:24:40:32             38.21
sat_a           sat_b           13:24:07:75             13:25:16:26             68.51
sat_b           gs              13:24:18:22             13:25:27:28             69.06
sat_b           sat_a           13:24:18:86             13:24:56:69             37.83
sat_c           sat_b           13:24:38:78             13:25:24:08             45.30
sat_a           gs              13:24:41:65             13:25:25:14             43.49
sat_c           gs              13:24:45:97             13:25:20:91             34.94
sat_c           sat_a           13:24:51:84             13:25:41:59             49.75
gs              sat_c           13:25:05:71             13:26:09:63             63.92
sat_b           sat_c           13:25:09:22             13:26:07:47             58.25
gs              sat_b           13:25:11:38             13:25:57:55             46.17
gs              sat_a           13:25:25:87             13:26:18:83             52.96
gs              sat_b           13:26:02:20             13:27:03:08             60.88
sat_b           sat_c           13:26:02:59             13:27:11:80             69.21
sat_a           sat_b           13:26:32:28             13:27:05:73             33.45
sat_c           sat_a           13:26:33:15             13:27:41:14             67.99
sat_a           gs              13:26:41:37             13:27:36:89             55.52
sat_b           gs              13:26:49:86             13:27:31:92             42.06
sat_c           gs              13:26:53:07             13:27:42:86             49.79
gs              sat_c           13:26:57:39             13:27:28:99             31.60
sat_b           sat_a           13:26:58:42             13:27:35:14             36.72
sat_a           sat_c           13:27:22:50             13:28:31:06             68.56
sat_c           sat_b           13:27:24:58             13:28:33:37             68.79
gs              sat_a           13:27:28:19             13:28:26:35             58.16
gs              sat_c           13:28:00:92             13:28:54:36             53.44
sat_c           sat_b           13:28:02:56             13:28:49:94             47.38
sat_b           gs              13:28:09:69             13:28:55:25             45.56
gs              sat_b           13:28:15:67             13:28:58:76             43.09
gs              sat_a           13:28:36:94             13:29:12:75             35.81
sat_a           sat_c           13:28:39:00             13:29:31:31             52.31
sat_a           sat_b           13:29:13:17             13:30:02:15             48.98
sat_b           sat_a           13:29:14:79             13:30:24:28             69.49
sat_c           gs              13:29:21:71             13:30:15:20             53.49
sat_c           sat_a           13:29:22:31             13:30:00:00             37.69
sat_a           gs              13:29:23:46             13:29:57:06             33.60
sat_b           sat_c           13:29:24:64             13:30:02:96             38.32
sat_c           sat_a           13:30:06:63             13:30:38:51             31.88
gs              sat_a           13:30:09:39             13:30:49:74             40.35
sat_b           gs              13:30:11:06             13:31:19:20             68.14
sat_a           sat_c           13:30:13:17             13:30:47:76             34.59
sat_c           gs              13:30:24:73             13:31:24:71             59.98
gs              sat_c           13:30:25:31             13:31:00:88             35.57
sat_a           sat_b           13:30:37:29             13:31:08:91             31.62
sat_b           sat_a           13:30:51:99             13:31:50:27             58.28
gs              sat_b           13:30:52:35             13:31:53:17             60.82
sat_c           sat_b           13:31:06:32             13:31:48:89             42.57
sat_b           sat_c           13:31:13:23             13:31:54:03             40.80
sat_a           gs              13:31:23:15             13:31:54:30             31.15
gs              sat_c           13:32:02:03             13:32:39:80             37.77
sat_c           gs              13:32:02:28             13:32:44:50             42.22
sat_a           gs              13:32:04:14             13:33:00:34             56.20
sat_c           sat_a           13:32:10:53             13:33:10:91             60.38
gs              sat_b           13:32:12:59             13:33:04:31             51.72
sat_b           gs              13:32:17:92             13:33:04:68             46.76
sat_b           sat_c           13:32:46:32             13:33:51:89             65.57
sat_c           sat_b           13:32:47:19             13:33:41:19             54.00
gs              sat_a           13:32:52:66             13:33:33:32             40.66
sat_a           sat_c           13:32:53:61             13:33:30:86             37.25
sat_a           sat_b           13:33:11:96             13:34:20:51             68.55
sat_b           sat_a           13:33:28:87             13:34:00:69             31.82
sat_b           sat_c           13:34:01:20             13:35:02:66             61.46
sat_b           sat_a           13:34:01:90             13:34:33:70             31.80
sat_c           sat_b           13:34:04:19             13:34:36:84             32.65
gs              sat_c           13:34:06:17             13:35:07:01             60.84
sat_a           gs              13:34:14:19             13:35:12:66             58.47
sat_c           sat_a           13:34:24:73             13:35:26:97             62.24
sat_a           sat_c           13:34:40:88             13:35:32:68             51.80
sat_a           sat_b           13:34:58:34             13:35:40:49             42.15
sat_b           gs              13:35:06:13             13:35:58:31             52.18
sat_c           gs              13:35:07:00             13:35:45:63             38.63
gs              sat_b           13:35:18:88             13:35:59:36             40.48
gs              sat_a           13:35:20:72             13:36:01:14             40.42
sat_b           sat_a           13:36:02:91             13:36:55:31             52.40
sat_a           sat_b           13:36:13:56             13:37:23:48             69.92
sat_a           gs              13:36:13:60             13:36:54:09             40.49
sat_c           sat_b           13:36:19:07             13:36:51:17             32.10
sat_c           sat_a           13:36:21:77             13:36:59:28             37.51
sat_a           sat_c           13:36:27:97             13:36:58:80             30.83
sat_b           sat_c           13:36:46:36             13:37:35:84             49.48
gs              sat_b           13:36:51:77             13:37:22:60             30.83
gs              sat_a           13:36:57:91             13:37:38:81             40.90
sat_b           gs              13:37:03:76             13:37:47:73             43.97
sat_c           gs              13:37:17:15             13:38:14:64             57.49
gs              sat_c           13:37:23:23             13:38:14:36             51.13
gs              sat_a           13:38:04:02             13:39:02:02             58.00
sat_c           gs              13:38:07:94             13:39:06:33             58.39
sat_a           gs              13:38:10:83             13:39:00:99             50.16
sat_a           sat_b           13:38:12:59             13:39:02:90             50.31
sat_b           gs              13:38:30:71             13:39:29:49             58.78
sat_a           sat_c           13:38:34:21             13:39:43:70             69.49
gs              sat_b           13:38:44:20             13:39:39:74             55.54
sat_c           sat_b           13:38:59:70             13:40:07:89             68.19
sat_b           sat_c           13:39:05:90             13:39:50:11             44.21
gs              sat_c           13:39:14:31             13:40:15:80             61.49
sat_c           sat_a           13:39:16:00             13:40:03:16             47.16
sat_b           sat_a           13:39:27:86             13:40:21:08             53.22
gs              sat_a           13:40:01:64             13:41:07:20             65.56
sat_a           sat_c           13:40:11:91             13:40:46:67             34.76
sat_b           gs              13:40:15:75             13:41:15:96             60.21
gs              sat_c           13:40:25:40             13:41:35:24             69.84
sat_c           gs              13:40:35:95             13:41:36:88             60.93
sat_b           sat_a           13:40:39:79             13:41:38:30             58.51
sat_c           sat_b           13:40:40:37             13:41:40:53             60.16
gs              sat_b           13:40:46:00             13:41:40:02             54.02
sat_a           gs              13:41:05:10             13:41:37:27             32.17
sat_a           sat_b           13:41:25:46             13:42:17:04             51.58
sat_b           sat_c           13:41:27:30             13:42:34:93             67.63
sat_c           sat_a           13:41:28:71             13:42:23:96             55.25
sat_c           gs              13:42:05:99             13:42:48:63             42.64
sat_a           sat_c           13:42:19:78             13:43:02:19             42.41
gs              sat_c           13:42:24:32             13:43:22:98             58.66
gs              sat_a           13:42:37:48             13:43:44:74             67.26
sat_c           sat_a           13:42:44:45             13:43:20:42             35.97
gs              sat_b           13:42:54:53             13:43:43:26             48.73
sat_a           gs              13:42:57:89             13:44:07:75             69.86
sat_b           sat_c           13:43:03:39             13:44:08:10             64.71
sat_b           sat_a           13:43:06:25             13:44:10:97             64.72
sat_c           sat_b           13:43:08:38             13:44:03:92             55.54
sat_a           sat_b           13:43:08:53             13:44:09:50             60.97
sat_b           gs              13:43:09:71             13:43:58:71             49.00
sat_a           sat_c           13:44:02:54             13:45:03:36             60.82
sat_b           gs              13:44:07:15             13:45:06:79             59.64
sat_b           sat_c           13:44:17:23             13:45:06:48             49.25
gs              sat_c           13:44:24:05             13:45:08:77             44.72
sat_c           gs              13:44:32:20             13:45:35:63             63.43
gs              sat_b           13:44:34:98             13:45:31:95             56.97
sat_c           sat_b           13:44:49:65             13:45:57:96             68.31
sat_a           sat_b           13:44:56:36             13:46:04:18             67.82
sat_a           gs              13:44:59:12             13:46:05:14             66.02
gs              sat_a           13:45:12:61             13:45:50:43             37.82
sat_c           sat_a           13:45:12:96             13:46:22:46             69.50
sat_b           sat_a           13:45:21:66             13:46:23:56             61.90
gs              sat_b           13:46:08:25             13:46:55:68             47.43
sat_c           sat_a           13:46:19:60             13:46:50:28             30.68
gs              sat_c           13:46:21:02             13:47:10:35             49.33
sat_a           sat_c           13:46:24:04             13:46:55:93             31.89
sat_b           sat_c           13:46:31:99             13:47:26:36             54.37
sat_c           gs              13:46:33:55             13:47:21:03             47.48
sat_c           sat_b           13:46:38:93             13:47:41:09             62.16
sat_a           sat_b           13:46:46:06             13:47:27:64             41.58
gs              sat_a           13:46:52:99             13:47:27:59             34.60
sat_b           gs              13:47:00:99             13:47:35:09             34.10
sat_a           gs              13:47:06:01             13:47:55:61             49.60
sat_b           sat_a           13:47:18:90             13:48:20:55             61.65
sat_c           gs              13:48:06:12             13:48:41:35             35.23
sat_a           sat_c           13:48:09:55             13:48:59:80             50.25
sat_c           sat_a           13:48:14:91             13:49:05:95             51.04
gs              sat_b           13:48:17:79             13:49:05:02             47.23
gs              sat_c           13:48:30:26             13:49:09:08             38.82
sat_c           sat_b           13:48:32:18             13:49:17:81             45.63
gs              sat_a           13:48:34:62             13:49:10:78             36.16
sat_b           sat_a           13:48:35:58             13:49:19:00             43.42
sat_b           sat_c           13:48:36:75             13:49:43:63             66.88
sat_b           gs              13:48:38:97             13:49:35:31             56.34
sat_a           gs              13:48:40:78             13:49:40:82             60.04
sat_a           sat_b           13:49:19:43             13:50:15:76             56.33
gs              sat_c           13:50:00:22             13:51:02:02             61.80
sat_a           sat_c           13:50:00:67             13:50:49:07             48.40
sat_b           sat_c           13:50:09:61             13:51:17:70             68.09
sat_b           sat_a           13:50:18:24             13:51:14:00             55.76
gs              sat_b           13:50:24:99             13:51:27:83             62.84
sat_c           gs              13:50:35:19             13:51:29:10             53.91
sat_a           gs              13:50:43:10             13:51:40:51             57.41
sat_b           gs              13:50:51:06             13:51:23:00             31.94
sat_c           sat_a           13:51:01:62             13:52:03:05             61.43
gs              sat_a           13:51:08:26             13:51:41:04             32.78
sat_a           sat_b           13:51:17:65             13:51:54:89             37.24
sat_c           sat_b           13:51:28:34             13:52:12:73             44.39
sat_a           gs              13:52:08:25             13:52:55:26             47.01
gs              sat_a           13:52:09:05             13:53:00:16             51.11
gs              sat_b           13:52:12:66             13:53:16:73             64.07
sat_c           gs              13:52:25:74             13:53:01:91             36.17
sat_c           sat_a           13:52:45:11             13:53:47:93             62.82
sat_b           sat_c           13:52:56:47             13:53:45:50             49.03
sat_b           sat_a           13:53:06:85             13:53:37:56             30.71
sat_a           sat_b           13:53:09:28             13:53:45:97             36.69
sat_b           gs              13:53:15:22             13:54:14:84             59.62
sat_c           sat_b           13:53:16:99             13:53:54:22             37.23
sat_a           sat_c           13:53:17:83             13:54:22:50             64.67
gs              sat_c           13:53:20:57             13:54:03:62             43.05
sat_a           sat_b           13:54:04:36             13:54:39:54             35.18
gs              sat_c           13:54:11:17             13:55:17:12             65.95
sat_c           sat_a           13:54:18:51             13:55:09:83             51.32
sat_b           sat_a           13:54:18:98             13:54:53:85             34.87
sat_a           sat_c           13:54:41:41             13:55:18:73             37.32
sat_c           gs              13:54:43:62             13:55:37:35             53.73
sat_c           sat_b           13:55:05:01             13:55:44:19             39.18
sat_b           sat_c           13:55:10:08             13:56:00:70             50.62
gs              sat_a           13:55:13:68             13:56:08:53             54.85
sat_a           gs              13:55:18:06             13:56:02:91             44.85
sat_b           gs              13:55:22:71             13:55:56:13             33.42
gs              sat_b           13:55:25:53             13:56:09:07             43.54
sat_c           gs              13:56:19:68             13:57:02:74             43.06
sat_c           sat_b           13:56:22:00             13:57:07:07             45.07
sat_b           gs              13:56:33:49             13:57:39:81             66.32
sat_c           sat_a           13:56:35:08             13:57:18:71             43.63
gs              sat_b           13:56:35:13             13:57:43:37             68.24
gs              sat_c           13:56:44:20             13:57:23:76             39.56
sat_a           gs              13:56:51:40             13:57:54:62             63.22
sat_a           sat_c           13:57:00:88             13:57:50:79             49.91
sat_a           sat_b           13:57:03:55             13:57:56:47             52.92
sat_b           sat_a           13:57:27:01             13:58:05:14             38.13
sat_b           sat_c           13:57:27:65             13:58:05:80             38.15
gs              sat_a           13:57:27:86             13:58:18:35             50.49
sat_c           gs              13:58:20:04             13:58:50:43             30.39
gs              sat_c           13:58:27:37             13:59:03:63             36.26
sat_c           sat_b           13:58:38:79             13:59:40:45             61.66
gs              sat_b           13:58:54:24             14:00:02:68             68.44
sat_b           sat_a           13:58:55:66             13:59:36:10             40.44
sat_a           gs              13:58:57:43             13:59:50:90             53.47
sat_a           sat_b           13:58:59:99             14:00:05:26             65.27
sat_a           sat_c           13:59:05:75             13:59:39:73             33.98
sat_c           sat_a           13:59:17:45             13:59:51:37             33.92
sat_b           sat_c           13:59:22:02             13:59:56:03             34.01
sat_b           gs              13:59:25:97             14:00:13:42             47.45
gs              sat_a           13:59:27:09             14:00:08:59             41.50
sat_b           sat_a           14:00:00:54             14:00:33:70             33.16
sat_a           sat_c           14:00:04:06             14:00:46:29             42.23
sat_a           sat_b           14:00:22:60             14:00:56:45             33.85
sat_b           gs              14:00:24:98             14:01:19:99             55.01
gs              sat_a           14:00:28:77             14:01:09:71             40.94
sat_b           sat_c           14:00:28:86             14:00:59:62             30.76
sat_c           sat_b           14:00:32:71             14:01:35:51             62.80
sat_a           gs              14:00:43:30             14:01:22:55             39.25
sat_c           sat_a           14:00:45:08             14:01:17:69             32.61
gs              sat_c           14:00:49:29             14:01:19:58             30.29
sat_c           gs              14:01:21:63             14:01:54:91             33.28
gs              sat_b           14:01:25:79             14:02:24:15             58.36
sat_a           sat_b           14:02:14:53             14:03:05:38             50.85
sat_b           sat_c           14:02:23:01             14:03:19:30             56.29
sat_c           gs              14:02:34:13             14:03:28:79             54.66
sat_a           sat_c           14:02:39:04             14:03:26:59             47.55
sat_b           sat_a           14:02:41:63             14:03:25:69             44.06
sat_c           sat_a           14:02:51:97             14:03:23:32             31.35
sat_b           gs              14:02:52:17             14:03:51:26             59.09
gs              sat_a           14:02:55:62             14:03:30:67             35.05
gs              sat_b           14:03:03:61             14:03:36:02             32.41
sat_c           sat_b           14:03:11:67             14:04:09:81             58.14
gs              sat_c           14:03:14:02             14:04:21:89             67.87
sat_a           gs              14:03:21:74             14:04:30:69             68.95
gs              sat_a           14:04:12:92             14:05:01:85             48.93
sat_c           sat_a           14:04:13:75             14:04:44:62             30.87
sat_b           gs              14:04:23:17             14:05:24:36             61.19
sat_c           sat_b           14:04:25:02             14:05:30:00             64.98
sat_b           sat_a           14:04:25:47             14:05:15:39             49.92
sat_a           sat_b           14:04:30:13             14:05:29:26             59.13
sat_b           sat_c           14:04:34:19             14:05:38:28             64.09
gs              sat_c           14:04:41:05             14:05:11:12             30.07
sat_a           gs              14:04:42:58             14:05:26:82             44.24
sat_c           gs              14:04:46:90             14:05:28:39             41.49
gs              sat_b           14:05:25:45             14:06:05:44             39.99
sat_a           sat_c           14:05:28:73             14:06:19:62             50.89
sat_a           sat_c           14:06:06:37             14:06:48:84             42.47
sat_b           sat_a           14:06:08:32             14:06:47:13             38.81
sat_b           sat_c           14:06:23:02             14:06:55:79             32.77
sat_c           sat_a           14:06:34:13             14:07:43:34             69.21
sat_a           gs              14:06:35:29             14:07:07:58             32.29
gs              sat_a           14:06:39:45             14:07:17:33             37.88
gs              sat_b           14:06:51:63             14:07:54:25             62.62
sat_c           gs              14:07:00:78             14:08:10:17             69.39
sat_c           sat_b           14:07:08:84             14:07:57:09             48.25
gs              sat_c           14:07:11:41             14:07:42:48             31.07
sat_b           gs              14:07:12:11             14:07:55:81             43.70
sat_a           sat_b           14:07:14:54             14:08:20:76             66.22
sat_a           gs              14:08:12:27             14:08:59:01             46.74
sat_c           sat_a           14:08:13:24             14:09:05:03             51.79
gs              sat_b           14:08:17:24             14:09:03:92             46.68
sat_c           sat_b           14:08:21:71             14:09:20:90             59.19
sat_a           sat_b           14:08:26:23             14:09:03:15             36.92
sat_b           gs              14:08:27:05             14:09:03:73             36.68
sat_a           sat_c           14:08:33:46             14:09:16:50             43.04
gs              sat_a           14:08:47:29             14:09:46:54             59.25
sat_b           sat_c           14:09:17:45             14:10:23:97             66.52
sat_b           sat_a           14:09:19:06             14:10:20:09             61.03
gs              sat_c           14:09:25:96             14:10:19:00             53.04
sat_c           gs              14:09:28:81             14:10:27:93             59.12
gs              sat_b           14:10:01:47             14:11:00:64             59.17
sat_b           sat_a           14:10:06:22             14:10:49:74             43.52
sat_c           sat_b           14:10:25:48             14:11:21:70             56.22
gs              sat_c           14:10:26:07             14:10:58:55             32.48
sat_c           sat_a           14:10:33:10             14:11:32:58             59.48
sat_a           gs              14:10:39:50             14:11:33:61             54.11
sat_a           sat_b           14:10:43:77             14:11:29:54             45.77
gs              sat_a           14:10:48:13             14:11:29:80             41.67
sat_c           gs              14:11:01:22             14:11:36:15             34.93
sat_b           sat_c           14:11:10:23             14:12:02:17             51.94
sat_a           sat_c           14:11:14:05             14:11:56:12             42.07
sat_b           gs              14:11:21:76             14:12:20:13             58.37
sat_b           gs              14:12:13:24             14:13:22:15             68.91
sat_a           gs              14:12:14:67             14:12:59:81             45.14
sat_b           sat_c           14:12:38:71             14:13:27:56             48.85
sat_a           sat_b           14:12:50:86             14:13:26:90             36.04
sat_a           sat_c           14:12:55:42             14:13:41:70             46.28
sat_b           sat_a           14:12:56:98             14:14:05:48             68.50
sat_c           sat_b           14:12:58:88             14:13:58:52             59.64
sat_c           gs              14:13:01:50             14:13:33:92             32.42
gs              sat_a           14:13:05:50             14:14:03:32             57.82
sat_c           sat_a           14:13:06:42             14:13:44:93             38.51
gs              sat_c           14:13:07:43             14:13:56:33             48.90
gs              sat_b           14:13:22:97             14:14:13:67             50.70
sat_b           sat_a           14:14:10:50             14:15:16:71             66.21
gs              sat_b           14:14:13:08             14:14:50:62             37.54
sat_c           gs              14:14:24:56             14:15:18:80             54.24
sat_b           gs              14:14:30:54             14:15:25:22             54.68
